Seq,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeoBks,ItalCook,ItalAtlas,ItalArt,Related purchase,Florence
1152,1,242,10,5,32,0,0,2,0,1,1,0,0,0,0,1,0
1153,1,242,14,2,20,0,0,1,0,0,0,0,0,0,0,0,0
1154,1,242,6,2,14,0,0,0,1,0,0,0,0,0,0,0,0
1155,1,242,34,3,42,2,0,0,0,0,0,1,0,0,0,1,0
1156,1,242,10,2,14,0,0,1,0,0,0,2,0,0,0,2,0
1157,1,242,32,3,46,1,0,2,0,0,0,2,0,0,0,2,0
1158,0,242,10,11,62,0,0,3,1,3,1,0,0,0,0,1,0
1159,1,242,16,1,16,0,0,1,0,0,0,3,0,0,0,3,0
1160,1,241,6,2,14,0,0,0,0,1,0,0,0,0,0,0,0
1161,1,241,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1162,1,241,2,12,42,2,0,1,2,1,0,0,0,0,0,0,1
1163,1,241,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
1164,1,241,10,3,24,1,0,0,1,0,1,0,0,0,0,1,0
1165,1,241,4,2,10,0,0,0,0,0,2,0,0,0,0,2,0
1166,0,241,2,12,66,1,0,3,2,1,0,0,0,0,0,0,0
1167,1,240,6,3,20,0,0,1,0,0,0,0,0,0,0,0,0
1168,1,240,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1169,1,240,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1170,1,240,16,11,76,5,1,1,2,1,1,0,0,0,0,1,0
1171,1,240,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1172,1,240,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1173,1,240,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1174,0,240,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1175,1,240,36,5,56,0,1,3,0,1,0,0,0,0,0,0,0
1176,0,240,4,2,6,0,0,0,0,0,1,0,0,0,0,1,0
1177,1,240,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1178,1,239,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1179,1,239,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1180,0,239,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1181,1,239,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0
1182,1,239,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1183,0,239,4,5,16,0,0,0,1,1,0,0,0,0,0,0,0
1184,1,239,16,2,22,0,2,0,0,0,0,0,0,0,0,0,0
1185,1,239,10,9,46,1,1,0,1,0,0,2,0,0,0,2,0
1186,1,239,12,5,40,0,1,2,0,0,0,2,0,0,0,2,0
1187,1,239,10,11,58,1,1,0,2,1,0,2,0,0,0,2,0
1188,0,239,16,7,52,1,3,0,2,0,0,2,0,0,0,2,0
1189,0,238,24,1,24,0,0,0,0,0,1,0,0,0,0,1,0
1190,1,238,8,4,28,1,0,0,0,1,1,0,0,1,1,3,0
1191,1,238,24,3,36,0,0,0,2,0,0,1,0,0,0,1,0
1192,0,238,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1193,1,238,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1194,1,238,10,1,10,0,0,0,0,0,0,2,1,0,0,3,1
1195,1,238,16,6,48,3,1,1,0,0,0,0,0,0,0,0,0
1196,1,238,18,1,18,0,0,1,0,0,0,0,1,0,0,1,0
1197,1,238,12,11,38,1,1,1,3,1,0,0,0,0,0,0,0
1198,0,238,14,2,22,1,0,0,0,0,0,0,0,0,0,0,0
1199,1,237,4,11,42,1,2,3,1,1,0,0,0,0,0,0,0
1200,1,237,16,10,70,0,2,2,1,2,0,0,0,0,0,0,0
1201,1,237,2,1,2,0,0,0,0,0,0,3,0,0,0,3,0
1202,1,237,12,1,12,0,0,0,0,0,0,3,1,0,0,4,0
1203,1,237,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0
1204,0,237,2,8,24,2,0,0,0,0,0,0,0,0,0,0,0
1205,0,237,22,1,22,0,0,0,1,0,0,0,0,0,0,0,0
1206,1,236,8,12,44,1,1,2,0,3,2,0,0,0,0,2,1
1207,1,236,16,3,34,0,0,1,0,1,0,0,0,0,0,0,0
1208,1,236,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
1209,0,236,4,2,10,0,0,0,0,0,0,1,0,0,0,1,0
1210,1,235,14,1,14,0,0,0,0,0,1,0,0,0,0,1,0
1211,1,235,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1212,1,235,12,7,52,1,0,3,0,0,2,0,0,0,0,2,0
1213,1,235,12,8,40,2,0,1,0,2,2,0,0,1,1,4,0
1214,1,235,2,10,52,2,2,2,0,0,0,2,0,0,0,2,1
1215,1,235,18,8,50,1,0,4,1,0,1,1,1,0,0,3,0
1216,1,235,26,1,26,0,1,0,0,0,0,1,0,0,0,1,0
1217,1,235,16,2,24,1,0,0,1,0,0,1,0,0,1,2,1
1218,1,235,14,1,14,0,0,0,0,0,0,1,0,0,0,1,0
1219,1,235,16,10,46,3,1,3,0,1,1,1,0,0,1,3,0
1220,0,235,12,1,12,0,0,0,0,0,0,1,0,0,0,1,0
1221,1,235,8,1,8,0,0,0,0,0,0,0,2,0,0,2,0
1222,0,235,16,1,16,0,0,0,1,0,0,1,0,0,0,1,1
1223,0,235,4,2,10,0,0,0,0,0,0,1,0,0,0,1,1
1224,0,235,22,2,24,0,1,0,0,0,0,1,0,0,0,1,0
1225,1,234,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1226,1,234,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1227,1,234,2,5,16,1,0,0,0,0,0,0,0,0,0,0,1
1228,0,234,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0
1229,1,234,14,1,14,0,0,0,0,0,1,0,0,0,0,1,0
1230,1,234,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1231,1,234,14,3,22,1,0,0,1,1,0,0,0,0,0,0,0
1232,0,234,36,6,60,1,0,0,1,0,0,0,0,0,0,0,0
1233,0,234,16,1,16,0,0,0,0,0,1,0,0,0,0,1,0
1234,1,234,30,1,30,1,0,0,0,0,1,0,1,0,0,2,0
1235,1,234,6,1,6,0,0,0,0,0,0,0,2,0,0,2,0
1236,1,233,30,8,54,0,1,2,2,0,2,1,0,0,0,3,0
1237,1,233,16,4,36,1,0,0,1,0,0,2,0,0,0,2,1
1238,1,233,16,2,20,1,1,0,0,0,0,0,0,0,0,0,0
1239,1,233,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1240,0,233,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1241,1,233,32,1,32,0,0,0,0,0,0,0,0,0,0,0,0
1242,1,233,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0
1243,1,233,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1244,1,233,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1245,1,233,12,3,24,1,0,0,1,0,0,0,0,0,1,1,0
1246,1,233,12,2,20,1,0,0,0,0,0,0,1,0,0,1,0
1247,1,233,12,2,18,0,0,0,0,0,0,0,0,0,0,0,0
1248,1,233,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1249,1,233,22,3,32,1,1,0,1,0,1,0,0,0,0,1,0
1250,1,232,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1251,1,232,26,2,30,0,0,1,0,1,0,0,0,0,0,0,0
1252,1,232,26,1,26,0,0,1,0,0,0,0,0,0,0,0,0
1253,1,232,30,1,30,0,0,0,0,0,1,0,0,0,0,1,0
1254,1,232,22,3,34,0,0,3,0,0,1,1,0,0,0,2,0
1255,1,232,12,3,24,0,2,0,0,0,0,0,0,0,0,0,0
1256,0,232,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1257,0,232,14,2,18,1,0,0,0,1,0,1,0,0,0,1,0
1258,1,232,8,7,48,2,1,1,0,0,0,0,0,0,0,0,0
1259,1,232,16,1,16,0,1,0,0,0,0,0,0,0,0,0,1
1260,1,232,16,4,34,0,0,2,0,2,0,2,0,0,0,2,0
1261,1,232,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0
1262,1,231,26,1,26,0,0,1,0,0,0,0,0,0,0,0,0
1263,0,231,20,2,26,0,0,1,0,0,0,1,0,0,0,1,0
1264,1,231,6,10,44,1,0,2,2,0,2,1,1,0,0,4,1
1265,1,231,32,10,72,2,0,5,3,0,0,0,0,0,0,0,0
1266,0,231,16,7,56,0,2,1,1,1,0,2,0,0,0,2,0
1267,1,231,34,2,42,0,0,2,0,0,0,0,0,0,0,0,0
1268,1,231,26,6,42,1,0,1,1,0,1,1,0,0,1,3,0
1269,1,231,24,2,30,0,0,0,0,2,0,0,0,0,0,0,0
1270,0,230,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1271,1,230,2,12,32,0,4,2,1,0,0,0,2,0,0,2,0
1272,0,230,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
1273,0,230,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1274,1,230,20,2,24,0,0,0,0,0,0,1,1,0,0,2,0
1275,1,230,4,2,12,0,0,0,0,0,0,1,0,0,0,1,0
1276,0,230,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
1277,1,230,12,1,12,0,0,0,0,0,2,0,0,0,0,2,0
1278,1,230,32,1,32,0,0,1,0,0,0,0,1,0,0,1,0
1279,1,230,10,1,10,0,0,0,0,0,2,0,0,0,0,2,0
1280,1,229,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1281,0,229,16,2,22,0,0,0,0,1,1,0,0,0,0,1,1
1282,1,229,8,2,16,0,0,0,1,0,0,0,0,0,0,0,0
1283,1,229,4,8,22,0,1,1,1,0,0,0,0,0,0,0,0
1284,0,229,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1285,0,229,14,5,32,1,0,0,1,0,0,0,0,0,0,0,0
1286,0,229,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1287,1,229,2,2,8,0,0,0,0,0,1,0,0,0,0,1,0
1288,1,228,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1289,1,228,24,12,58,6,0,3,0,0,1,2,1,0,0,4,0
1290,1,228,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1291,1,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1292,1,228,14,9,36,0,1,4,1,0,1,2,1,0,0,4,0
1293,0,228,16,1,16,0,0,0,0,0,1,0,0,0,0,1,0
1294,1,228,20,5,46,0,2,3,0,0,0,0,0,0,0,0,0
1295,1,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1296,1,228,12,5,34,1,0,0,0,1,1,0,0,0,0,1,1
1297,0,228,14,2,20,1,0,0,0,1,3,0,0,0,0,3,0
1298,1,228,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1299,1,228,16,2,22,0,0,0,2,0,0,0,0,0,0,0,0
1300,1,228,16,2,22,0,0,0,0,0,0,1,0,0,0,1,0
1301,0,228,4,11,46,1,1,2,2,1,0,1,0,0,0,1,0
1302,0,228,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1303,1,227,12,6,36,1,0,1,0,1,1,1,0,0,0,2,0
1304,1,227,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1305,1,227,26,6,38,1,1,1,0,0,0,3,0,0,0,3,0
1306,0,227,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1307,0,227,16,1,16,0,0,0,0,0,1,0,0,0,0,1,0
1308,1,227,20,2,26,0,0,0,0,0,0,2,0,0,0,2,0
1309,0,227,16,11,52,1,1,5,1,0,0,0,0,0,0,0,0
1310,1,227,14,2,20,1,0,1,0,0,1,0,0,0,0,1,1
1311,1,227,8,10,56,2,0,1,2,1,0,0,0,0,0,0,0
1312,1,227,14,2,18,0,0,0,1,0,0,0,0,0,0,0,0
1313,0,227,18,1,18,0,0,1,0,0,0,2,0,0,0,2,0
1314,1,226,14,6,28,2,1,2,0,0,1,0,1,0,0,2,0
1315,0,226,14,2,22,0,0,0,0,1,0,0,0,0,0,0,0
1316,1,226,28,1,28,0,0,1,0,0,0,0,0,0,0,0,0
1317,1,226,4,2,8,0,0,0,0,0,0,0,0,0,0,0,1
1318,1,226,12,10,44,1,1,3,1,0,1,2,1,0,1,5,0
1319,1,226,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1320,1,226,8,7,34,2,1,1,0,0,1,0,1,0,0,2,0
1321,1,226,22,3,32,1,1,0,1,0,0,0,0,0,0,0,0
1322,1,226,20,10,80,2,1,5,0,1,0,0,0,0,0,0,1
1323,1,226,10,12,52,1,1,4,0,2,0,0,0,0,0,0,0
1324,1,226,30,11,58,2,2,3,1,0,1,0,1,2,0,4,0
1325,1,225,26,11,58,2,1,4,0,1,1,2,0,0,0,3,0
1326,1,225,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0
1327,0,225,14,4,34,0,1,1,1,0,1,0,0,0,0,1,0
1328,0,225,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0
1329,1,225,22,9,70,1,1,3,1,1,0,1,0,0,0,1,0
1330,1,225,14,9,66,2,2,2,2,1,0,0,0,0,0,0,1
1331,0,225,28,2,34,0,1,1,0,0,0,0,0,0,0,0,0
1332,1,225,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1333,1,225,16,1,16,1,0,0,0,0,1,0,0,0,0,1,0
1334,1,225,32,2,40,0,1,0,0,0,1,0,0,0,0,1,0
1335,0,225,34,5,50,1,1,0,1,2,1,0,0,0,0,1,0
1336,0,225,10,4,30,0,0,1,2,0,1,0,0,0,0,1,0
1337,1,224,28,2,32,0,0,0,1,0,1,0,0,0,1,2,0
1338,1,224,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1339,1,224,32,1,32,0,0,0,1,0,0,0,0,0,0,0,0
1340,0,224,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1341,1,224,10,6,36,2,0,1,1,0,1,0,0,0,0,1,0
1342,0,224,2,12,62,1,0,3,1,3,0,2,0,1,0,3,0
1343,1,224,2,4,24,0,0,0,0,0,0,2,0,0,0,2,0
1344,1,224,2,2,10,0,0,0,0,0,0,2,0,0,0,2,0
1345,1,224,14,2,18,0,0,0,0,1,0,0,0,0,0,0,0
1346,1,223,16,7,44,2,1,1,1,0,2,0,1,0,1,4,0
1347,1,223,10,6,24,0,0,2,1,1,0,0,0,0,0,0,0
1348,1,223,8,4,20,0,0,2,0,0,0,0,1,0,0,1,0
1349,0,223,22,4,44,1,0,1,1,1,0,0,1,1,0,2,0
1350,0,223,12,11,72,1,1,2,2,1,2,1,0,0,0,3,0
1351,1,223,18,1,18,0,0,0,1,0,0,1,0,0,0,1,0
1352,1,223,2,6,36,2,0,0,0,0,0,0,0,0,0,0,0
1353,0,223,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1354,0,223,4,1,4,0,0,0,0,0,1,0,0,0,0,1,0
1355,1,223,4,5,32,1,0,0,0,0,0,0,0,0,0,0,0
1356,1,223,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0
1357,1,223,2,5,12,0,0,0,0,0,1,0,0,0,0,1,0
1358,1,223,6,2,14,0,1,0,0,0,0,0,0,0,0,0,0
1359,0,222,16,2,20,0,1,1,0,0,0,0,1,0,0,1,0
1360,1,222,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1361,1,222,14,3,24,0,2,1,0,0,0,0,1,0,0,1,0
1362,1,222,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1363,1,222,12,3,24,0,0,1,0,0,0,1,0,0,0,1,0
1364,1,222,28,7,60,2,1,1,1,1,0,1,0,0,0,1,0
1365,1,222,8,2,12,0,0,0,0,0,1,1,0,0,0,2,0
1366,0,222,14,2,22,1,0,1,0,0,0,1,0,0,0,1,0
1367,1,222,14,2,18,1,0,0,1,0,0,1,0,0,0,1,0
1368,1,222,6,6,36,0,0,2,0,0,0,1,0,0,0,1,0
1369,0,222,16,6,50,1,0,1,0,0,0,0,0,0,0,0,0
1370,0,222,14,7,40,0,1,1,3,0,0,0,0,0,0,0,1
1371,1,222,8,5,30,0,0,1,1,0,1,0,0,0,0,1,0
1372,1,221,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1373,0,221,2,8,20,1,0,0,2,0,1,0,0,0,0,1,0
1374,1,221,22,2,24,1,0,0,0,0,0,1,0,0,0,1,0
1375,1,221,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1376,0,221,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0
1377,1,221,30,10,70,1,2,3,1,0,1,0,0,0,0,1,1
1378,1,221,6,1,6,0,0,0,0,0,0,0,1,0,0,1,0
1379,1,221,10,5,28,1,0,1,0,0,0,0,0,0,0,0,0
1380,0,221,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1381,0,220,16,5,40,0,2,1,1,0,0,1,0,0,0,1,0
1382,1,220,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1383,1,220,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1384,1,220,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0
1385,0,220,24,1,24,0,0,1,0,0,0,0,1,0,0,1,0
1386,1,220,18,2,26,0,0,1,0,0,0,0,1,0,0,1,0
1387,0,220,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1388,0,219,10,6,28,2,0,1,0,0,1,1,1,0,1,4,1
1389,1,219,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1390,1,219,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1391,0,219,14,5,40,2,1,1,0,0,0,1,0,0,0,1,0
1392,1,219,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1393,1,219,10,12,62,1,1,3,2,0,0,1,0,0,0,1,0
1394,0,219,22,2,26,1,0,0,0,0,0,1,0,0,0,1,0
1395,1,219,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1396,1,219,28,2,34,0,0,0,2,0,1,0,0,0,0,1,0
1397,1,219,12,2,16,0,0,1,0,0,1,0,2,0,1,4,0
1398,0,219,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1399,1,218,14,8,48,1,0,3,1,0,1,2,0,0,0,3,0
1400,1,218,24,2,30,1,0,1,0,0,0,0,0,0,0,0,0
1401,0,218,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1402,1,218,2,11,26,2,1,1,1,0,0,0,0,0,0,0,0
1403,0,218,14,1,14,0,0,0,0,0,2,0,2,0,0,4,0
1404,1,218,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1405,0,218,14,10,44,1,1,3,1,1,0,0,0,2,0,2,0
1406,0,218,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
1407,1,218,16,3,30,1,1,1,0,0,0,0,0,0,0,0,0
1408,0,218,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1409,1,217,14,2,20,1,0,0,0,1,0,0,0,0,0,0,0
1410,1,217,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1411,1,217,16,11,82,3,0,3,3,1,1,0,0,0,0,1,0
1412,1,217,14,4,28,1,1,1,0,0,1,0,0,0,0,1,0
1413,1,217,18,10,74,4,3,1,0,0,0,0,0,0,0,0,0
1414,1,217,14,1,14,0,0,1,0,0,0,1,0,0,0,1,0
1415,0,217,8,11,38,2,1,1,0,2,1,1,0,0,0,2,1
1416,1,217,10,1,10,0,0,0,0,0,1,0,0,0,0,1,0
1417,1,217,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1418,1,217,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1419,0,217,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0
1420,1,216,14,2,20,1,0,1,0,0,0,0,0,0,0,0,0
1421,1,216,22,1,22,0,0,0,0,0,1,0,0,0,0,1,0
1422,1,216,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1423,1,216,8,2,14,0,1,0,0,0,0,0,0,0,0,0,0
1424,1,216,8,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1425,0,216,2,9,46,2,1,2,0,2,0,1,1,1,0,3,0
1426,1,216,14,1,14,0,0,0,0,1,0,0,0,0,0,0,1
1427,1,216,16,6,48,2,0,1,1,0,0,0,0,0,0,0,1
1428,1,216,12,1,12,0,0,0,0,0,1,0,0,0,0,1,0
1429,1,216,26,2,34,0,0,0,1,0,0,0,0,0,0,0,0
1430,1,216,16,1,16,0,0,1,0,0,1,1,0,0,0,2,0
1431,0,216,12,1,12,0,0,0,0,0,0,1,0,0,0,1,1
1432,0,216,16,2,22,1,0,0,0,1,0,0,0,0,0,0,0
1433,1,215,2,8,36,0,0,0,0,1,3,2,0,0,0,5,1
1434,0,215,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1435,1,215,10,8,42,0,2,1,1,1,1,1,0,0,0,2,0
1436,0,215,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1437,1,215,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1438,1,215,10,1,10,0,0,0,0,0,2,0,0,0,0,2,0
1439,1,215,12,1,12,0,0,0,0,0,1,0,0,0,0,1,0
1440,1,215,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1
1441,1,215,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1442,0,215,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1443,1,215,28,1,28,0,0,1,0,0,1,0,0,0,0,1,0
1444,1,215,34,1,34,0,0,0,0,0,0,0,0,0,0,0,1
1445,1,215,6,1,6,0,0,0,0,0,1,0,0,0,0,1,0
1446,1,215,32,10,56,4,1,2,0,1,0,0,0,0,0,0,0
1447,1,214,16,7,36,2,1,1,0,1,1,1,0,0,0,2,0
1448,1,214,6,3,20,0,0,1,0,0,0,0,0,0,0,0,0
1449,0,214,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1450,1,214,14,8,50,2,0,2,0,0,0,1,0,0,0,1,0
1451,0,214,14,1,14,0,0,0,1,0,3,0,0,0,0,3,0
1452,1,214,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1453,0,214,36,7,64,1,0,3,2,0,0,0,0,1,0,1,0
1454,0,214,14,7,38,1,1,3,1,0,0,0,0,0,0,0,0
1455,1,213,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1456,1,213,16,7,54,2,0,3,0,0,1,1,0,0,0,2,0
1457,1,213,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1458,0,213,14,12,46,2,0,4,1,1,0,0,0,0,0,0,0
1459,0,212,16,5,38,1,0,1,2,0,0,1,1,0,0,2,1
1460,0,212,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1461,1,212,32,2,38,0,0,2,0,0,0,0,1,0,0,1,0
1462,1,212,8,7,36,1,0,3,0,1,1,1,0,0,1,3,0
1463,0,212,4,11,58,4,0,1,0,0,0,1,0,0,0,1,0
1464,1,212,6,5,36,0,0,2,1,0,1,1,0,1,0,3,0
1465,0,212,10,1,10,0,0,0,0,0,0,1,0,0,0,1,0
1466,0,212,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1467,1,212,16,4,36,2,0,1,1,0,1,1,0,0,0,2,0
1468,1,212,8,7,24,2,0,1,0,0,0,0,1,0,1,2,0
1469,1,212,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1470,0,211,6,11,44,3,2,2,0,0,2,1,2,0,1,6,0
1471,1,211,4,6,18,0,0,1,0,0,0,0,0,0,0,0,0
1472,1,211,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0
1473,1,211,34,8,70,1,0,3,1,2,1,0,0,0,0,1,0
1474,1,211,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0
1475,1,211,4,1,4,0,0,0,0,0,0,1,0,0,0,1,0
1476,1,211,14,7,38,2,0,1,1,0,0,0,0,0,0,0,0
1477,1,210,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1478,0,210,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0
1479,0,210,14,10,60,4,1,3,2,0,0,0,1,0,0,1,0
1480,0,210,12,4,34,1,0,0,1,1,1,0,0,0,0,1,0
1481,1,210,2,2,8,0,0,0,0,0,0,1,0,0,0,1,0
1482,1,210,16,2,24,0,0,1,0,1,0,1,0,0,0,1,0
1483,1,210,10,1,10,0,0,0,0,0,0,1,0,0,0,1,0
1484,1,210,8,2,10,0,0,0,0,0,0,1,0,0,0,1,0
1485,1,210,4,11,38,0,1,2,2,2,0,1,0,0,0,1,0
1486,0,209,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1487,0,209,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1488,1,209,16,1,16,1,0,0,0,0,0,0,1,0,0,1,0
1489,0,209,10,4,22,0,0,2,1,0,0,0,0,0,0,0,0
1490,1,209,24,1,24,0,0,0,0,1,0,1,0,0,0,1,0
1491,1,209,12,9,64,1,2,4,0,0,1,1,0,0,0,2,0
1492,0,209,12,8,34,1,0,2,0,1,0,1,1,0,0,2,0
1493,1,209,12,7,28,1,0,3,2,0,0,0,0,0,0,0,0
1494,0,208,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1495,1,208,10,10,58,2,1,2,1,0,1,2,0,0,0,3,0
1496,1,208,8,4,28,0,1,0,2,0,0,0,0,0,0,0,0
1497,0,208,6,2,12,0,0,0,0,0,0,0,0,0,0,0,1
1498,0,208,16,2,20,1,0,1,0,0,0,0,1,0,0,1,0
1499,1,208,8,1,8,0,0,0,0,0,1,0,0,0,0,1,0
1500,1,208,4,4,22,1,0,0,0,0,0,1,0,0,0,1,0
1501,1,208,14,6,26,0,1,1,0,3,0,0,0,0,0,0,0
1502,0,208,16,2,20,1,1,0,0,0,0,3,0,0,0,3,0
1503,1,208,2,10,60,1,2,2,2,1,0,3,0,0,1,4,0
1504,1,208,10,1,10,0,0,0,0,0,0,1,0,0,0,1,0
1505,1,208,10,10,32,3,2,2,0,0,0,1,0,0,0,1,0
1506,1,208,32,1,32,1,0,0,0,0,0,1,0,0,0,1,0
1507,1,207,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1508,0,207,4,11,60,1,1,3,1,2,0,0,1,2,0,3,0
1509,0,207,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1510,1,207,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1511,0,207,10,5,22,0,2,0,0,0,0,0,0,0,0,0,1
1512,1,207,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1513,1,207,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1514,1,207,8,7,24,1,0,1,0,0,1,0,0,0,0,1,0
1515,1,207,10,3,18,1,1,0,0,0,0,0,0,0,0,0,0
1516,0,207,30,3,42,0,0,1,1,0,0,0,0,0,0,0,0
1517,0,206,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1518,1,206,16,2,24,0,0,0,0,0,1,1,0,0,0,2,0
1519,1,206,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1520,0,206,32,2,36,0,0,1,0,0,1,0,0,0,0,1,0
1521,0,206,16,4,36,0,0,1,0,1,1,1,0,0,0,2,0
1522,1,206,6,2,8,0,0,0,0,0,0,2,0,0,0,2,0
1523,1,206,8,1,8,0,0,0,0,0,1,2,0,0,0,3,0
1524,1,206,14,1,14,0,0,0,1,0,0,1,0,0,0,1,0
1525,0,206,10,6,28,0,0,2,1,1,0,1,0,2,0,3,0
1526,1,206,10,2,16,0,0,0,1,0,3,1,0,0,0,4,0
